License Number,Full Name,NPN Number,Residency Type,License Status,License Issue Date,Business City,Business State,Business Zip,Business County
W896510,"1ST RESPONSE PUBLIC ADJUSTERS, INC","=""20459854""",Resident,VALID,9/12/2022 12:00:00 AM,MIAMI,FL,"=""33131""",Dade
W873356,SKETCHTIMATES INC,"=""20385292""",Resident,VALID,7/5/2022 12:00:00 AM,CORAL SPRINGS,FL,"=""33076""",Broward
W881572,CMD CLAIM CONSULTANTS LLC,"=""20411223""",Resident,VALID,7/29/2022 12:00:00 AM,SEMINOLE,FL,"=""33772""",Pinellas
W880493,STRATEGIC CLAIM ADJUSTERS LLC,"=""20406968""",Resident,VALID,7/26/2022 12:00:00 AM,MIAMI,FL,"=""33138""",Dade
W883470,STRONGHOLD PUBLIC ADJUSTERS LLC,"=""20417418""",Resident,VALID,8/4/2022 12:00:00 AM,HALLANDALE BEACH,FL,"=""33009""",Broward
W888297,ON TARGET CLAIMS,"=""20433147""",Resident,VALID,8/18/2022 12:00:00 AM,LAKE WORTH,FL,"=""33467""",Palm Beach
W886023,ASK AN ADJUSTER SOUTH FL LLC,"=""20426370""",Resident,VALID,8/12/2022 12:00:00 AM,MELBOURNE,FL,"=""32934""",Brevard
W907454,PREFERRED CLAIMS CONSULTANTS INC,"=""20482101""",Resident,VALID,10/1/2022 12:00:00 AM,DAVIE,FL,"=""33330""",Broward
W906895,TRIDENT PUBLIC ADJUSTERS CORP,"=""20481678""",Resident,VALID,9/30/2022 12:00:00 AM,NORTH MIAMI,FL,"=""33181""",Dade
W904237,"CCS PARTNERS, INC. DBA COMPLETE CONSULTING SERVICE","=""20478837""",Non-Resident,VALID,9/28/2022 12:00:00 AM,UTICA,NY,"=""13502""",
W906894,CLOUD 9 CLAIMS LLC,"=""20481679""",Resident,VALID,9/30/2022 12:00:00 AM,NAPLES,FL,"=""34103""",Collier
W881677,INS CLAIMS SOLNS SVCS INC/ NERREN CLAIMS CNSLTS,"=""20411225""",Resident,VALID,7/29/2022 12:00:00 AM,CUTLER BAY,FL,"=""33189""",Dade
W887875,"DIETZ INTERNATIONAL ADJUSTERS, INC.","=""8161681""",Non-Resident,VALID,8/17/2022 12:00:00 AM,IRVING,TX,"=""75039""",
W887877,M&T ADJUSTERS,"=""20431633""",Resident,VALID,8/17/2022 12:00:00 AM,TAMPA,FL,"=""33624""",Hillsborough
W912414,IRONCLAIM,"=""17654596""",Non-Resident,VALID,10/9/2022 12:00:00 AM,ATLANTA,GA,"=""30305""",
W873072,MOORE INTERNATIONAL CLAIMS ADJUSTERS INC,"=""4649613""",Non-Resident,VALID,7/5/2022 12:00:00 AM,BROOKLYN,NY,"=""11234""",
W906893,"FAIR CLAIM SETTLEMENT, LLC","=""20481681""",Resident,VALID,9/30/2022 12:00:00 AM,JUPITER,FL,"=""33458""",Palm Beach
W906657,COVERED LOSS CONSULTING LLC,"=""20481709""",Resident,VALID,9/30/2022 12:00:00 AM,WINDEREMERE,FL,"=""33702""",Orange
W889196,SUNSTAR CLAIM ADJUSTERS,"=""20434416""",Resident,VALID,8/19/2022 12:00:00 AM,PEMBROKE PINES,FL,"=""33027""",Broward
W925090,DTL GLOBAL LLC,"=""16924783""",Non-Resident,VALID,11/9/2022 12:00:00 AM,ST. PAUL,MN,"=""55104""",
W906892,"INSURANCE CLAIM SOLUTIONS, INC.","=""8097279""",Resident,VALID,9/30/2022 12:00:00 AM,MIAMI,FL,"=""33155""",Dade
W889579,UNIQUE CLAIMS SOLUTIONS LLC,"=""20436176""",Resident,VALID,8/22/2022 12:00:00 AM,DELAND,FL,"=""32724""",Volusia
W902040,EPIC CLAIMS CONSULTANTS,"=""20475795""",Resident,VALID,9/26/2022 12:00:00 AM,BOYNTON BEACH,FL,"=""33426""",Palm Beach
W903655,OMEGA INSURANCE CLAIMS LLC,"=""20477428""",Resident,VALID,9/27/2022 12:00:00 AM,PEMBROKE PINES,FL,"=""33029""",Broward
W889790,MORE MONEY LLC.,"=""20436185""",Resident,VALID,8/22/2022 12:00:00 AM,BRADENTON,FL,"=""34211""",Manatee
W897550,MAXIMUM INSURANCE ADJUSTERS INC DBA MAXIMUM CLAIM MANAGEMENT,"=""16828326""",Resident,VALID,9/14/2022 12:00:00 AM,MIAMI,FL,"=""33179""",Dade
W911415,"ADJUSTERS INTERNATIONAL-MBC, LLC","=""19334451""",Non-Resident,VALID,10/7/2022 12:00:00 AM,WESTMINSTER,CO,"=""80234""",
W878697,CUSHING CLAIMS,"=""20402378""",Resident,VALID,7/21/2022 12:00:00 AM,PORT ST LUCIE,FL,"=""34953""",St. Lucie
W903496,"XPERT PUBLIC ADJUSTERS AND CONSULTANTS, INC.","=""20477426""",Resident,VALID,9/27/2022 12:00:00 AM,POMPANO BEACH,FL,"=""33064""",Broward
W880108,PROPERTY PROTECTORS LLC,"=""20406992""",Resident,VALID,7/26/2022 12:00:00 AM,LARGO,FL,"=""337731141""",Pinellas
W901211,ROSE & ROSE PUBLIC ADJUSTERS,"=""20472331""",Resident,VALID,9/22/2022 12:00:00 AM,TAMPA,FL,"=""336111009""",Hillsborough
W894577,PAJOE INC.,"=""20452826""",Resident,VALID,9/6/2022 12:00:00 AM,PARKLAND,FL,"=""33076""",Broward
W902547,STARK LOSS CONSULTANTS,"=""19277878""",Non-Resident,VALID,9/26/2022 12:00:00 AM,MANSFIELD,MA,"=""02048""",
W877268,FLORIDA PREMIUM CLAIMS CORP.,"=""20398384""",Resident,VALID,7/18/2022 12:00:00 AM,MIAMI,FL,"=""33126""",Broward
W907671,"LAS ENTERPRISES, INC. DBA CAT ADJUSTERS","=""20482099""",Resident,VALID,10/2/2022 12:00:00 AM,ORLANDO,FL,"=""32804""",Orange
W876400,ON POINT PUBLIC ADJUSTERS,"=""20395253""",Resident,VALID,7/14/2022 12:00:00 AM,DEERFIELD BEACH,FL,"=""33442""",Broward
W885397,FIRST GLOBAL ADJUSTERS LLC,"=""20423579""",Resident,VALID,8/10/2022 12:00:00 AM,MIAMI,FL,"=""33180""",Dade
W871065,RECOVERY ADJUSTER LLC,"=""20378179""",Resident,VALID,6/27/2022 12:00:00 AM,FORT LAUDERDALE,FL,"=""33316""",Broward
W900591,"WARRIOR ADJUSTERS, LLC","=""20470662""",Resident,VALID,9/21/2022 12:00:00 AM,ORLANDO FL,FL,"=""32824""",Orange
W901088,PEOPLE CLAIMS ADJUSTING LLC,"=""20472336""",Resident,VALID,9/22/2022 12:00:00 AM,HOLLYWOOD,FL,"=""33021""",Broward
W901734,PALADIN PUBLIC ADJUSTERS,"=""20473709""",Resident,VALID,9/23/2022 12:00:00 AM,HALLANDALE BEACH,FL,"=""33009""",Broward
W901738,ELEVATE CLAIM ADJUSTERS LLC,"=""20473682""",Resident,VALID,9/23/2022 12:00:00 AM,DORAL,FL,"=""33172""",Dade
W889324,"FLORIDA CLAIMS SOLUTION, LLC","=""20434418""",Resident,VALID,8/19/2022 12:00:00 AM,WEST PALM BEACH,FL,"=""33412""",Palm Beach
W884583,"JEHL CONSULTING, LLC","=""20420658""",Resident,VALID,8/8/2022 12:00:00 AM,LAND O LAKES,FL,"=""34637""",Pasco
W877931,"CONSULTING ADJUSTER OF SOUTH FLORIDA, INC","=""20401123""",Resident,VALID,7/20/2022 12:00:00 AM,MIAMI LAKES,FL,"=""33016""",Dade
W892756,INFANTE ADJUSTMENT BUREAU,"=""20447626""",Resident,VALID,8/31/2022 12:00:00 AM,WEST PALM BEACH,FL,"=""33411""",Palm Beach
W891617,CONTINENTAL PUBLIC ADJUSTERS,"=""8344936""",Resident,VALID,8/26/2022 12:00:00 AM,GREENVILLE,FL,"=""32331""",Madison
W881568,"CHAMPION PUBLIC ADJUSTING, LLC","=""20411247""",Resident,VALID,7/29/2022 12:00:00 AM,BOCA RATON,FL,"=""33432""",Palm Beach
W894509,"CLAIMS PRO ADJUSTER, LLC","=""19831657""",Resident,VALID,9/6/2022 12:00:00 AM,TAMPA,FL,"=""33624""",Hillsborough
W877047,NATIONAL PUBLIC ADJUSTING SERVICES LLC,"=""20398376""",Resident,VALID,7/18/2022 12:00:00 AM,MIAMI,FL,"=""33196""",Dade
W905813,MASTER ADJUSTERS & CONSULTANTS LLC,"=""20480405""",Resident,VALID,9/29/2022 12:00:00 AM,MIAMI,FL,"=""33196""",Dade
W905815,MJL CLAIMS CORP,"=""20480399""",Resident,VALID,9/29/2022 12:00:00 AM,BOCA RATON,FL,"=""33496""",Palm Beach
W873715,"BEARTREE AND ASSOCIATES, LLC","=""20386734""",Resident,VALID,7/6/2022 12:00:00 AM,TALLAHASSEE,FL,"=""32310""",Leon
D071259,FALCONTRUST GROUP,"=""4559481""",Resident,VALID,7/13/2022 12:00:00 AM,MIAMI,FL,"=""33186""",Dade
W905610,FLORIDA STATE PUBLIC ADJUSTERS,"=""20480396""",Resident,VALID,9/29/2022 12:00:00 AM,BOCA RATON,FL,"=""33487""",Palm Beach
W919416,CLAIMS ASSIST FLORIDA LLC,"=""20512920""",Resident,VALID,10/25/2022 12:00:00 AM,TAMPA,FL,"=""33624""",Hillsborough
W903968,INTEGRITY CLAIM SOLUTIONS LLC,"=""20478839""",Resident,VALID,9/28/2022 12:00:00 AM,ST. PETERSBURG,FL,"=""33709""",Pinellas
W907640,"SMARTO PUBLIC ADJUSTING GROUP, LLC","=""20482097""",Resident,VALID,10/2/2022 12:00:00 AM,INDIAN HARBOUR,FL,"=""32937""",Broward
W890087,R A FLORIDA CLAIMS LLC,"=""20438054""",Resident,VALID,8/23/2022 12:00:00 AM,PEMBROKE PINES,FL,"=""33029""",Broward
W879266,"JT CLAIMS, LLC","=""20403689""",Resident,VALID,7/22/2022 12:00:00 AM,HIALEAH,FL,"=""33015""",Dade
W900600,"CLAIM RESULTS PUBLIC ADJUSTERS, LLC","=""20470675""",Resident,VALID,9/21/2022 12:00:00 AM,PLANTATION,FL,"=""33324""",Broward
W909696,AG ADJUSTERS CORP,"=""20485084""",Resident,VALID,10/4/2022 12:00:00 AM,MIAMI LAKES,FL,"=""33016""",Dade
W908086,INFINITY PUBLIC ADJUSTING LLC,"=""20483654""",Resident,VALID,10/3/2022 12:00:00 AM,FORT LAUDERDALE,FL,"=""33304""",Broward
W908050,"INSURANCE CLAIM PROFESSIONALS, INC","=""20483660""",Resident,VALID,10/3/2022 12:00:00 AM,MIAMI,FL,"=""33187""",Dade
W908051,RIGHTEOUS CLAIM SOLUTIONS LLC,"=""20483677""",Non-Resident,VALID,10/3/2022 12:00:00 AM,BLUERIDGE,GA,"=""30513""",
W882747,"PUBLIC YACHT ADJUSTERS, LLC","=""20414249""",Resident,VALID,8/2/2022 12:00:00 AM,MIAMI,FL,"=""33133""",Dade
W882221,COMPASS CLAIM SOLUTIONS LLC,"=""20412945""",Resident,VALID,8/1/2022 12:00:00 AM,WESLEY CHAPEL,FL,"=""33545""",Pasco
W931359,ORANGE CLAIM LLC,"=""20549191""",Resident,VALID,12/1/2022 12:00:00 AM,DORAL,FL,"=""33166""",Dade
W931355,LIBERTY CLAIMS CORP.,"=""20549193""",Resident,VALID,12/1/2022 12:00:00 AM,MIAMI,FL,"=""33172""",Dade
W912958,ELITE 1800ADJUSTERS INC.,"=""16469577""",Non-Resident,VALID,10/10/2022 12:00:00 AM,BROOKLYN,NY,"=""11234""",
W912964,"ALLY PUBLIC ADJUSTING, INC.","=""20491236""",Non-Resident,VALID,10/10/2022 12:00:00 AM,MARIETTA,GA,"=""30064""",
W912953,NO STRESS INSURANCE CLAIMS INTERNATIONAL CORP.,"=""20491215""",Resident,VALID,10/10/2022 12:00:00 AM,ALTAMONTE SPRINGS,FL,"=""32714""",Seminole
W912955,"UNITED PUBLIC ADJUSTERS & APPRAISERS, INC.","=""13297364""",Non-Resident,VALID,10/10/2022 12:00:00 AM,MELVILLE,NY,"=""11747""",
W945070,COHEN ADJUSTERS GROUP INC,"=""20595352""",Resident,VALID,1/24/2023 12:00:00 AM,GREENACRES,FL,"=""33463""",Palm Beach
W937835,ADJUSTERS R US INC,"=""20568877""",Resident,VALID,12/22/2022 12:00:00 AM,N MIAMI,FL,"=""33181""",Dade
W935529,FIREHOUSE ADJUSTERS 2,"=""20561471""",Resident,VALID,12/14/2022 12:00:00 AM,PARKLAND,FL,"=""33067""",Broward
W944611,ABOVE CLAIMS LLC,"=""20593971""",Resident,VALID,1/23/2023 12:00:00 AM,MIAMI,FL,"=""33187""",Dade
W920414,"HURRICANE ADJUSTERS FL, LLC","=""20515854""",Resident,VALID,10/27/2022 12:00:00 AM,FORT MYERS,FL,"=""33913""",Lee
W936636,123ADJUSTING,"=""20566528""",Resident,VALID,12/20/2022 12:00:00 AM,SUNNY ISLES,FL,"=""33160""",Dade
W915815,"ADVANTAGE CLAIMS SERVICES, LLC","=""8795305""",Resident,VALID,10/17/2022 12:00:00 AM,ORMOND BEACH,FL,"=""32174""",Volusia
W913127,M & L INSURANCE CLAIMS LLC,"=""20492797""",Resident,VALID,10/11/2022 12:00:00 AM,FT. MYERS,FL,"=""33905""",Lee
W932243,ASPIRE PUBLIC ADJUSTING LLC,"=""20552138""",Resident,VALID,12/5/2022 12:00:00 AM,BRADENTON,FL,"=""34208""",Manatee
W927101,"ASSURANCE CLAIM SERVICES, INC.","=""20535776""",Resident,VALID,11/16/2022 12:00:00 AM,LAKE WORTH,FL,"=""33467""",Palm Beach
W938001,GROUP 1 PUBLIC ADJUSTERS CORP,"=""20569837""",Resident,VALID,12/26/2022 12:00:00 AM,"HOLLYWOOD, BROWARD, FL",FL,"=""33020""",Broward
W925660,J&L PUBLIC ADJUSTERS,"=""20531128""",Resident,VALID,11/11/2022 12:00:00 AM,BOYNTON BEACH,FL,"=""33436""",Palm Beach
W923641,PROCLAIM CORP.,"=""20524467""",Resident,VALID,11/4/2022 12:00:00 AM,MIAMI,FL,"=""33186""",Dade
W923642,"US NATIONAL PUBLIC ADJUSTERS, LLC","=""17698589""",Non-Resident,VALID,11/4/2022 12:00:00 AM,SAVANNAH,GA,"=""31405""",
W939797,AVID CLAIM SERVICE,"=""20576948""",Resident,VALID,1/4/2023 12:00:00 AM,LANTANA,FL,"=""33462""",Palm Beach
W934917,"MICHAEL ROSS LOBIONDO, PUBLIC ADJUSTER, LLC","=""20560248""",Resident,VALID,12/13/2022 12:00:00 AM,FORT LAUDERDALE,FL,"=""33325""",Broward
W913146,"MY STORM RELIEF, LLC","=""20492795""",Resident,VALID,10/11/2022 12:00:00 AM,LOXAHATCHEE,FL,"=""33470""",Palm Beach
W915833,"CLAIMS RESOLUTION SERVICES, INC","=""20499253""",Resident,VALID,10/17/2022 12:00:00 AM,PORT ST LUCIE,FL,"=""34986""",Palm Beach
W915835,AMMENDOLEA INC DBA SUPER CLAIMS ADJUSTING,"=""20499256""",Resident,VALID,10/17/2022 12:00:00 AM,MINNEOLA,FL,"=""347157672""",Lake
W918323,"IIWII PUBLIC ADJUSTERS, INC","=""20509589""",Resident,VALID,10/21/2022 12:00:00 AM,CORAL SPRINGS,FL,"=""33076""",Broward
W918948,RIGHT SCOPE,"=""20511434""",Resident,VALID,10/24/2022 12:00:00 AM,FORT MYERS,FL,"=""33905""",Lee
W936967,"A1A CLAIMS EXPERT, INC.","=""20566532""",Resident,VALID,12/20/2022 12:00:00 AM,MIAMI,FL,"=""33166""",Dade
W834661,CLAIM-TEK LLC,"=""20256464""",Resident,VALID,10/17/2022 12:00:00 AM,PANAMA CITY BEACH,FL,"=""32407""",Bay
W925055,MERKURY ADJUSTERS LLC,"=""20529163""",Resident,VALID,11/9/2022 12:00:00 AM,BOYNTON BEACH,FL,"=""33437""",Palm Beach
W947852,"H&H SERVICES, LLC","=""20603822""",Resident,VALID,2/1/2023 12:00:00 AM,LAKE WALES,FL,"=""33898""",Polk
W913130,ADJUSTERMAN LLC,"=""20492796""",Resident,VALID,10/11/2022 12:00:00 AM,OAKLAND PARK,FL,"=""33334""",Broward
W926395,INTERSTATE PUBLIC ADJUSTERS,"=""20534258""",Resident,VALID,11/15/2022 12:00:00 AM,JACKSONVILLE,FL,"=""32258""",Duval
W937984,"JWH SOLUTIONS, LLC","=""20569487""",Resident,VALID,12/23/2022 12:00:00 AM,FORT LAUDERDALE,FL,"=""33312""",Broward
W926515,"MIAMI APPRAISAL SERVICES, LLC","=""20534256""",Resident,VALID,11/15/2022 12:00:00 AM,CORAL GABLES,FL,"=""33134""",Dade
W948776,"PROPERTY OWNER ADVOCATES, LLC","=""20608443""",Resident,VALID,2/6/2023 12:00:00 AM,MIAMI,FL,"=""33134""",Dade
W927993,INSURANCE CLAIM RECOVERY SUPPORT LLC,"=""16144334""",Non-Resident,VALID,11/18/2022 12:00:00 AM,LAKEWAY,TX,"=""78734""",
W918883,"FAT OX, INC.","=""19423974""",Non-Resident,VALID,10/24/2022 12:00:00 AM,HICKORY,NC,"=""28601""",
W916915,ELEVATION CLAIMS CORP,"=""20506664""",Resident,VALID,10/19/2022 12:00:00 AM,KISSIMMEE,FL,"=""34744""",Osceola
W918127,PRESTIGE CLAIM CONSULTANTS,"=""20509592""",Resident,VALID,10/21/2022 12:00:00 AM,NORTH MIAMI BEACH,FL,"=""33162""",Dade
W939025,"ATLANTIC CLAIMS SOLUTIONS, LLC.","=""20573057""",Resident,VALID,12/29/2022 12:00:00 AM,SEBASTIAN,FL,"=""32958""",Indian River
W915776,"HOOTEN & ASSOCIATES, LLC","=""20499266""",Resident,VALID,10/17/2022 12:00:00 AM,OAK HILL,FL,"=""32759""",Volusia
W911178,"RUSH CLAIM SERVICE, INC.","=""20488175""",Resident,VALID,10/6/2022 12:00:00 AM,PLANTATION,FL,"=""33322""",Broward
W925437,"FIRST SERV CONSULTANTS, INC.","=""20530503""",Resident,VALID,11/10/2022 12:00:00 AM,ST. JOHNS,FL,"=""32259""",St. Johns
W915823,MAXIMIZE CLAIMS LLC,"=""20499259""",Resident,VALID,10/17/2022 12:00:00 AM,BOCA RATON,FL,"=""33432""",Palm Beach
W930077,"INSURANCE CLAIM GURU, LLC","=""20546042""",Resident,VALID,11/29/2022 12:00:00 AM,MIAMI,FL,"=""33186""",Dade
W926650,"CANNON PUBLIC ADJUSTERS, LLC","=""20534252""",Resident,VALID,11/15/2022 12:00:00 AM,HIALEAH,FL,"=""33012""",Dade
W926818,"COUNTRYWIDE PUBLIC ADJUSTER, LLC","=""20535769""",Resident,VALID,11/16/2022 12:00:00 AM,HIALEAH GARDENS,FL,"=""33018""",Dade
W932833,ISRAEL VEITMAN P.A.,"=""20553444""",Non-Resident,VALID,12/6/2022 12:00:00 AM,MIAMI BEACH,PA,"=""15217""",
W938257,JRC CONSULTING GROUP,"=""20570870""",Resident,VALID,12/27/2022 12:00:00 AM,JUPITER,FL,"=""33458""",Palm Beach
W920524,PRIORITY INSURANCE CLAIMS,"=""20515830""",Resident,VALID,10/27/2022 12:00:00 AM,ALTAMONTE SPRINGS,FL,"=""32714""",Seminole
W922255,ELITE PUBLIC ADJUSTERS GROUP INC,"=""20520388""",Resident,VALID,11/1/2022 12:00:00 AM,DELRAY BEACH,FL,"=""33445""",Palm Beach
W925896,"IPA CONSULTING GROUP, INC","=""17613555""",Resident,VALID,11/14/2022 12:00:00 AM,DANIA BEACH,FL,"=""33004""",Broward
W916188,EG EXPERT SOLUTIONS LLC,"=""20499252""",Resident,VALID,10/17/2022 12:00:00 AM,MIAMI,FL,"=""33155""",Dade
W914319,"CHOICE PUBLIC ADJUSTERS, LLC","=""20495941""",Resident,VALID,10/13/2022 12:00:00 AM,HALLANDALE,FL,"=""33009""",Broward
W927411,"PUBLIC ADJUSTER SPECIALIST, INC","=""20537273""",Resident,VALID,11/17/2022 12:00:00 AM,MIAMI,FL,"=""33126""",Dade
W927418,THE NABHAN COMPANY LLC DBAPUBLIC SERVICE ADJSUTING,"=""18814539""",Non-Resident,VALID,11/17/2022 12:00:00 AM,VALPARAISO,IN,"=""46383""",
W932849,"CAPITAL ADJUSTERS, LLC","=""20553441""",Resident,VALID,12/6/2022 12:00:00 AM,CORAL GABLES,FL,"=""33146""",Dade
W923274,UNITED CONSULTING SPECIALISTS CORPORATION,"=""20523133""",Resident,VALID,11/3/2022 12:00:00 AM,MIAMI,FL,"=""33169""",Dade
W917915,DYNASTY PUBLIC ADJUSTING,"=""20508261""",Resident,VALID,10/20/2022 12:00:00 AM,PALM BEACH GARDENS,FL,"=""33410""",Palm Beach
W919961,"GORDON PA FIRM, LLC","=""17039669""",Non-Resident,VALID,10/26/2022 12:00:00 AM,NASSAU BAY,TX,"=""77058""",
W947353,"AUTO CLAIM SPECIALISTS, LLC","=""18425739""",Non-Resident,VALID,1/31/2023 12:00:00 AM,FORT WORTH,TX,"=""76102""",
W947936,A PLUS ADJUSTERS LLC,"=""20605107""",Resident,VALID,2/2/2023 12:00:00 AM,LAKE MARY,FL,"=""32746""",Seminole
W920282,ACTIVE CLAIM ADJUSTERS LLC,"=""20515828""",Resident,VALID,10/27/2022 12:00:00 AM,CUTLER BAY,FL,"=""33157""",Dade
W812499,AMERICAN EAGLE PUBLIC ADJUSTER,"=""20174206""",Resident,VALID,12/20/2022 12:00:00 AM,HOLLYWOOD,FL,"=""33021""",Broward
W922837,A1A ADJUSTING SERVICES INC,"=""20521776""",Resident,VALID,11/2/2022 12:00:00 AM,MIAMI,FL,"=""33173""",Dade
W922887,"PROFLORIDIAN CLAIMS CONSULTANTS,LLC.","=""20521768""",Resident,VALID,11/2/2022 12:00:00 AM,MIRAMAR,FL,"=""33029""",Broward
W921681,AMERICAN TRUST PUBLIC ADJUSTERS LLC,"=""20518954""",Resident,VALID,10/31/2022 12:00:00 AM,MIAMI,FL,"=""33162""",Dade
W939024,DAMAGE DEFENDERS,"=""20573037""",Resident,VALID,12/29/2022 12:00:00 AM,POMPANO BEACH,FL,"=""33062""",Broward
W921243,"UNIVERSAL LOSS CONSULTANTS, INC.","=""20517088""",Resident,VALID,10/28/2022 12:00:00 AM,LONGWOOD,FL,"=""32779""",Seminole
W929799,"RELENTLESS PUBLIC ADJUSTING AND APPRAISAL, LLC","=""20544571""",Resident,VALID,11/28/2022 12:00:00 AM,BOYNTON BEACH,FL,"=""33437""",Palm Beach
W955496,"SCARLETT & CO., LLC","=""20632552""",Resident,VALID,2/28/2023 12:00:00 AM,GULF BREEZE,FL,"=""32563""",Santa Rosa
W918955,"ATLANTIC CLAIMS EXPERTS, LLC","=""20511442""",Resident,VALID,10/24/2022 12:00:00 AM,MIAMI,FL,"=""33185""",Dade
W924571,"INSURANCE LOSS CONSULTANTS, INC","=""8095507""",Resident,VALID,11/8/2022 12:00:00 AM,WINTER PARK,FL,"=""32789""",Orange
W958862,"INSURANCEBUSTERS.NET, LLC","=""15470603""",Resident,VALID,3/9/2023 12:00:00 AM,PORT CHARLOTTE,FL,"=""33952""",Sarasota
W912413,CE RESOURCES LLC,"=""20489893""",Resident,VALID,10/9/2022 12:00:00 AM,CLEARWATER,FL,"=""33764""",Pinellas
W909786,BEYOND ADJUSTING LLC,"=""20485079""",Resident,VALID,10/4/2022 12:00:00 AM,TAMPA,FL,"=""33609""",Hillsborough
W946099,CLAIM PROCESS LLC,"=""20598015""",Resident,VALID,1/26/2023 12:00:00 AM,ORLANDO,FL,"=""32812""",Dade
W936675,EXECUTIVE CLAIM SOLUTIONS,"=""20566517""",Resident,VALID,12/20/2022 12:00:00 AM,BRADENTON,FL,"=""34208""",Manatee
W921562,WORLD WIDE ADJUSTERS LLC,"=""20495460""",Non-Resident,VALID,10/31/2022 12:00:00 AM,AUSTIN,TX,"=""78746""",
W913123,CORNERSTONE PUBLIC ADJUSTERS,"=""20492793""",Resident,VALID,10/11/2022 12:00:00 AM,MIAMI,FL,"=""33170""",Dade
W939266,"FIFTH ELEMENT PUBLIC ADJUSTING, INC","=""20574595""",Resident,VALID,1/2/2023 12:00:00 AM,NAVARRE,FL,"=""32566""",Santa Rosa
W924348,AUTHENTIC PUBLIC ADJUSTING LLC,"=""20528214""",Resident,VALID,11/8/2022 12:00:00 AM,JACKSONVILLE,FL,"=""32257""",Duval
W923726,PROPERTY CLAIM MANAGEMENT LLC,"=""20524472""",Resident,VALID,11/4/2022 12:00:00 AM,ORLANDO,FL,"=""32809""",Orange
W935309,VANGUARD CONSULTING CORP.,"=""20561441""",Resident,VALID,12/14/2022 12:00:00 AM,CORAL SPRINGS,FL,"=""33071""",Broward
W914488,TLG PUBLIC ADJUSTERS,"=""20495940""",Resident,VALID,10/13/2022 12:00:00 AM,CORAL SPRINGS,FL,"=""33065""",Broward
W917109,KAT ADJUSTERS LLC,"=""20506711""",Resident,VALID,10/19/2022 12:00:00 AM,RUSKIN,FL,"=""33570""",Hillsborough
W918697,CASTLE ADJUSTERS,"=""20511432""",Resident,VALID,10/24/2022 12:00:00 AM,MIAMI,FL,"=""33162""",Dade
W909614,"BERGER ADJUSTERS, LLC.","=""17477688""",Non-Resident,VALID,10/4/2022 12:00:00 AM,BROOKLINE,MA,"=""02446""",
W926272,"KLEIN CLAIM SERVICE, INC.","=""20534238""",Resident,VALID,11/15/2022 12:00:00 AM,HOWEY IN THE HILLS,FL,"=""34737""",Lake
W913206,SEC CLAIMS CONSULTING LLC,"=""20492801""",Resident,VALID,10/11/2022 12:00:00 AM,CORAL GABLES,FL,"=""33134""",Dade
W913122,"PERIL PUBLIC ADJUSTERS, LLC.","=""20115861""",Non-Resident,VALID,10/11/2022 12:00:00 AM,CORPUS CHRISTI,TX,"=""78418""",
W932186,"INTELLACLAIM, LLC","=""20552143""",Resident,VALID,12/5/2022 12:00:00 AM,PALMETTO BAY,FL,"=""33157""",Dade
W932897,MAX PUBLIC ADJUSTING LLC,"=""20553442""",Resident,VALID,12/6/2022 12:00:00 AM,N FT MYERS,FL,"=""33917""",Lee
W931712,PACIFIC CLAIMS CORP,"=""20550357""",Resident,VALID,12/2/2022 12:00:00 AM,MIAMI,FL,"=""33172""",Dade
W929316,"ORIGINS PROFESSIONAL SERVICES, LLC","=""20542732""",Resident,VALID,11/23/2022 12:00:00 AM,WINTER HAVEN,FL,"=""33884""",Polk
W968798,"RAPID PUBLIC ADJUSTERS, INC.","=""20677599""",Resident,VALID,4/10/2023 12:00:00 AM,MIAMI,FL,"=""33165""",Dade
W954891,"PROPERTY LOSS ESTIMATORS, LLC","=""20631139""",Resident,VALID,2/27/2023 12:00:00 AM,WESTON,FL,"=""33332""",Broward
W957354,RHINO INSURANCE CLAIM SOLUTIONS,"=""20639233""",Resident,VALID,3/6/2023 12:00:00 AM,LAKE PLACID,FL,"=""33852""",Highlands
W953516,ASKANADJUSTER GULF COAST LLC,"=""20154634""",Resident,VALID,2/22/2023 12:00:00 AM,FORT MYERS,FL,"=""33905""",Lee
W970548,SWIFT PUBLIC ADJUSTERS,"=""19307380""",Non-Resident,VALID,4/13/2023 12:00:00 AM,STORY CITY,IA,"=""50248""",
W972445,"ZION PUBLIC ADJUSTING, INC.","=""20688136""",Resident,VALID,4/19/2023 12:00:00 AM,NORTH MIAMI BEACH,FL,"=""33162""",Dade
W968805,"KOVACIK & ASSOCIATES, INC","=""20677596""",Resident,VALID,4/10/2023 12:00:00 AM,PORT CHARLOTTE,FL,"=""33983""",Charlotte
W957435,"CLAIM RESCUE, LLC","=""20639230""",Resident,VALID,3/6/2023 12:00:00 AM,PALM CITY,FL,"=""34990""",Martin
W905514,GLOBALPRO CLAIMS SERVICES LLC,"=""20480389""",Resident,VALID,3/2/2023 12:00:00 AM,MIAMI,FL,"=""33133""",Dade
W969986,"HOLLIDAY ADJUSTERS GROUP, INC.","=""20680685""",Resident,VALID,4/12/2023 12:00:00 AM,DELRAY BEACH,FL,"=""33483""",Palm Beach
